caso id, Timestamp de inicio, Timestamp de finalizacion ,Actividad,Recurso,Rol
40,2011/01/12 03:05:00.000,2011/01/12 03:18:00.000,Crear Orden De Compra,Karel de Groot,Agente De Compras
40,2011/01/13 01:14:00.000,2011/01/13 01:22:00.000,Confirmar Orden De Compra,Sean Manney,Proveedor
40,2011/01/14 03:48:00.000,2011/01/14 17:22:00.000,Entrega De Bienes O Servicios,Carmen Finacse,Proveedor
40,2011/01/15 00:36:00.000,2011/01/15 00:37:00.000,Liberar Orden De Compra,Miu Hanwan,Solicitante
40,2011/01/15 09:06:00.000,2011/01/15 09:07:00.000,Approve Purchase Order for payment,Magdalena Predutta,Agente De Compras
40,2011/01/16 06:33:00.000,2011/01/16 06:33:00.000,Enviar La Factura,Karen Clarens,Proveedor
40,2011/01/16 20:55:00.000,2011/01/16 21:00:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
40,2011/01/16 21:00:00.000,2011/01/16 21:00:00.000,Autorizar El Pago De La Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
40,2011/01/16 21:10:00.000,2011/01/16 21:17:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
1488,2011/08/02 06:02:00.000,2011/08/02 06:22:00.000,Crear solicitud de compra,Alberto Duport,Solicitante
1488,2011/08/03 01:52:00.000,2011/08/03 01:58:00.000,Analizar solicitud de compra,Maris Freeman,Gerente Del Solicitante
1187,2011/06/21 05:10:00.000,2011/06/21 05:51:00.000,Crear solicitud de compra,Alberto Duport,Solicitante
1187,2011/06/22 03:22:00.000,2011/06/22 03:27:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
1187,2011/06/22 03:33:00.000,2011/06/22 03:36:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
1187,2011/06/28 14:15:00.000,2011/06/28 14:33:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1184,2011/06/21 01:29:00.000,2011/06/21 01:42:00.000,Crear solicitud de compra,Christian Francois,Solicitante
1184,2011/06/21 13:47:00.000,2011/06/21 13:52:00.000,Analizar solicitud de compra,Heinz Gutschmidt,Gerente Del Solicitante
1184,2011/06/21 13:58:00.000,2011/06/21 14:00:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Francis Odell,Gerente Del Solicitante
1184,2011/06/21 20:08:00.000,2011/06/21 20:26:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1184,2011/06/21 21:06:00.000,2011/06/21 21:19:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Esmana Liubiata,Gerente Del Solicitante
1184,2011/06/22 12:53:00.000,2011/06/22 13:19:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1184,2011/06/22 14:08:00.000,2011/06/22 14:19:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Clement Duchot,Gerente Del Solicitante
1184,2011/07/11 20:17:00.000,2011/07/11 20:50:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
1184,2011/07/12 12:49:00.000,2011/07/12 13:13:00.000,Modificar La Solicitud De Cotizacion Del Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
1184,2011/08/13 18:31:00.000,2011/08/13 18:56:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
1184,2011/08/13 19:51:00.000,2011/08/13 20:02:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Elvira Lores,Gerente Del Solicitante
1184,2011/08/20 18:14:00.000,2011/08/20 18:38:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
1184,2011/08/21 02:49:00.000,2011/08/21 03:10:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Francois de Perrier,Agente De Compras
1184,2011/08/22 05:57:00.000,2011/08/22 07:09:00.000,Crear El Mapa De Comparacion De Cotizaciones,Karel de Groot,Agente De Compras
1184,2011/08/22 13:54:00.000,2011/08/22 14:00:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Miu Hanwan,Solicitante
1184,2011/08/22 14:00:00.000,2011/08/22 14:00:00.000,Elige La Mejor Opcion,Esmana Liubiata,Solicitante
1184,2011/08/23 07:18:00.000,2011/08/23 15:04:00.000,Resolver Condiciones Con El Proveedor,Magdalena Predutta,Agente De Compras
1184,2011/08/23 16:59:00.000,2011/08/23 17:10:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
1184,2011/08/25 08:03:00.000,2011/08/25 08:22:00.000,Confirmar Orden De Compra,Sean Manney,Proveedor
1184,2011/09/07 19:00:00.000,2011/09/09 01:24:00.000,Entrega De Bienes O Servicios,Carmen Finacse,Proveedor
1184,2011/09/09 09:26:00.000,2011/09/09 09:27:00.000,Liberar Orden De Compra,Clement Duchot,Solicitante
1184,2011/09/09 14:08:00.000,2011/09/09 14:09:00.000,Approve Purchase Order for payment,Magdalena Predutta,Agente De Compras
1184,2011/09/11 17:36:00.000,2011/09/11 17:36:00.000,Enviar La Factura,Carmen Finacse,Proveedor
1184,2011/09/12 07:55:00.000,2011/09/12 07:59:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
1184,2011/09/12 07:59:00.000,2011/09/12 07:59:00.000,Autorizar El Pago De La Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
1184,2011/09/12 08:41:00.000,2011/09/12 08:51:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
1080,2011/06/05 23:24:00.000,2011/06/05 23:38:00.000,Crear solicitud de compra,Christian Francois,Solicitante
1080,2011/06/06 19:27:00.000,2011/06/06 19:36:00.000,Analizar solicitud de compra,Maris Freeman,Gerente Del Solicitante
1080,2011/06/06 19:41:00.000,2011/06/06 19:43:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
1080,2011/06/07 09:41:00.000,2011/06/07 09:52:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
1080,2011/06/08 11:45:00.000,2011/06/08 12:09:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Magdalena Predutta,Agente De Compras
1080,2011/06/08 12:53:00.000,2011/06/08 17:26:00.000,Crear El Mapa De Comparacion De Cotizaciones,Francois de Perrier,Agente De Compras
1080,2011/06/09 00:01:00.000,2011/06/09 00:17:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Clement Duchot,Solicitante
1080,2011/06/09 00:17:00.000,2011/06/09 00:17:00.000,Elige La Mejor Opcion,Anne Olwada,Solicitante
1080,2011/06/09 04:20:00.000,2011/06/09 16:37:00.000,Resolver Condiciones Con El Proveedor,Magdalena Predutta,Agente De Compras
1080,2011/06/09 18:31:00.000,2011/06/09 18:40:00.000,Crear Orden De Compra,Francois de Perrier,Agente De Compras
1080,2011/06/12 14:39:00.000,2011/06/12 15:06:00.000,Confirmar Orden De Compra,Sean Manney,Proveedor
1080,2011/06/15 14:13:00.000,2011/06/17 00:45:00.000,Entrega De Bienes O Servicios,Carmen Finacse,Proveedor
1080,2011/06/17 08:19:00.000,2011/06/17 08:20:00.000,Liberar Orden De Compra,Anne Olwada,Solicitante
1080,2011/06/17 12:36:00.000,2011/06/17 12:37:00.000,Approve Purchase Order for payment,Francois de Perrier,Agente De Compras
1080,2011/06/19 23:15:00.000,2011/06/19 23:15:00.000,Enviar La Factura,Sean Manney,Proveedor
1080,2011/06/20 13:37:00.000,2011/06/20 13:42:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
1080,2011/06/20 14:29:00.000,2011/06/20 14:49:00.000,Resolver La Disputa Con El Gerente Financiero Del Proveedor,Karalda Nimwada,Gerente Financiero
1080,2011/06/20 14:49:00.000,2011/06/20 14:49:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
1080,2011/06/20 15:07:00.000,2011/06/20 15:19:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
1182,2011/06/20 18:44:00.000,2011/06/20 18:54:00.000,Crear solicitud de compra,Nico Ojenbeer,Solicitante
1182,2011/06/20 22:51:00.000,2011/06/20 22:59:00.000,Crear Solicitud De Cotizacion Del Solicitante,Esmana Liubiata,Solicitante
1182,2011/06/28 23:27:00.000,2011/06/28 23:58:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
22,2011/01/02 22:38:00.000,2011/01/02 23:05:00.000,Crear solicitud de compra,Elvira Lores,Solicitante
22,2011/01/03 17:59:00.000,2011/01/03 18:04:00.000,Analizar solicitud de compra,Maris Freeman,Gerente Del Solicitante
22,2011/01/04 05:32:00.000,2011/01/04 06:04:00.000,Modificar solicitud de compra,Nico Ojenbeer,Solicitante
22,2011/01/04 18:11:00.000,2011/01/04 18:16:00.000,Analizar solicitud de compra,Maris Freeman,Gerente Del Solicitante
22,2011/01/04 18:21:00.000,2011/01/04 18:23:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
22,2011/01/05 05:41:00.000,2011/01/05 05:57:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
22,2011/01/05 06:38:00.000,2011/01/05 06:48:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Miu Hanwan,Gerente Del Solicitante
22,2011/01/06 15:18:00.000,2011/01/06 15:26:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
22,2011/01/06 20:59:00.000,2011/01/06 21:11:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Magdalena Predutta,Agente De Compras
22,2011/01/06 21:39:00.000,2011/01/07 03:14:00.000,Crear El Mapa De Comparacion De Cotizaciones,Magdalena Predutta,Agente De Compras
22,2011/01/07 10:04:00.000,2011/01/07 10:38:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Miu Hanwan,Solicitante
22,2011/01/07 10:38:00.000,2011/01/07 10:38:00.000,Elige La Mejor Opcion,Penn Osterwalder,Solicitante
22,2011/01/08 10:02:00.000,2011/01/08 15:13:00.000,Resolver Condiciones Con El Proveedor,Karel de Groot,Agente De Compras
22,2011/01/09 06:39:00.000,2011/01/09 06:47:00.000,Crear Orden De Compra,Francois de Perrier,Agente De Compras
22,2011/01/09 22:52:00.000,2011/01/09 23:26:00.000,Confirmar Orden De Compra,Karen Clarens,Proveedor
22,2011/01/10 05:20:00.000,2011/01/11 20:23:00.000,Entrega De Bienes O Servicios,Karen Clarens,Proveedor
22,2011/01/12 03:42:00.000,2011/01/12 03:43:00.000,Liberar Orden De Compra,Nico Ojenbeer,Solicitante
22,2011/01/12 07:17:00.000,2011/01/12 07:18:00.000,Approve Purchase Order for payment,Francois de Perrier,Agente De Compras
22,2011/01/12 13:52:00.000,2011/01/12 13:52:00.000,Enviar La Factura,Esmeralda Clay,Proveedor
22,2011/01/13 04:04:00.000,2011/01/13 04:09:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
22,2011/01/13 04:09:00.000,2011/01/13 04:09:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
22,2011/01/13 04:51:00.000,2011/01/13 04:58:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
23,2011/01/02 22:54:00.000,2011/01/02 23:41:00.000,Crear solicitud de compra,Penn Osterwalder,Solicitante
23,2011/01/03 05:49:00.000,2011/01/03 05:59:00.000,Crear Solicitud De Cotizacion Del Solicitante,Esmana Liubiata,Solicitante
23,2011/01/03 12:52:00.000,2011/01/03 13:18:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
23,2011/01/03 14:05:00.000,2011/01/03 14:12:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Clement Duchot,Gerente Del Solicitante
23,2011/01/03 15:54:00.000,2011/01/03 16:19:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
23,2011/01/03 17:17:00.000,2011/01/03 17:31:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Miu Hanwan,Gerente Del Solicitante
23,2011/01/03 19:45:00.000,2011/01/03 20:06:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
23,2011/01/04 04:51:00.000,2011/01/04 05:17:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Karel de Groot,Agente De Compras
23,2011/01/04 05:56:00.000,2011/01/04 09:30:00.000,Crear El Mapa De Comparacion De Cotizaciones,Karel de Groot,Agente De Compras
23,2011/01/04 16:24:00.000,2011/01/04 16:34:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Kim Passa,Solicitante
23,2011/01/04 16:34:00.000,2011/01/04 16:34:00.000,Elige La Mejor Opcion,Esmana Liubiata,Solicitante
23,2011/01/04 18:09:00.000,2011/01/05 07:15:00.000,Resolver Condiciones Con El Proveedor,Karel de Groot,Agente De Compras
23,2011/01/05 09:04:00.000,2011/01/05 09:16:00.000,Crear Orden De Compra,Karel de Groot,Agente De Compras
23,2011/01/05 13:11:00.000,2011/01/05 13:37:00.000,Confirmar Orden De Compra,Sean Manney,Proveedor
23,2011/01/06 00:42:00.000,2011/01/06 19:11:00.000,Entrega De Bienes O Servicios,Karen Clarens,Proveedor
23,2011/01/07 02:32:00.000,2011/01/07 02:33:00.000,Liberar Orden De Compra,Penn Osterwalder,Solicitante
23,2011/01/07 11:53:00.000,2011/01/07 11:54:00.000,Approve Purchase Order for payment,Magdalena Predutta,Agente De Compras
23,2011/01/08 13:28:00.000,2011/01/08 13:28:00.000,Enviar La Factura,Sean Manney,Proveedor
23,2011/01/09 03:53:00.000,2011/01/09 03:58:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
23,2011/01/09 03:58:00.000,2011/01/09 03:58:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
23,2011/01/09 04:26:00.000,2011/01/09 04:36:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
24,2011/01/03 03:18:00.000,2011/01/03 03:34:00.000,Crear solicitud de compra,Miu Hanwan,Solicitante
24,2011/01/03 06:02:00.000,2011/01/03 06:09:00.000,Crear Solicitud De Cotizacion Del Solicitante,Nico Ojenbeer,Solicitante
24,2011/01/03 13:16:00.000,2011/01/03 13:41:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
24,2011/01/04 05:41:00.000,2011/01/04 05:56:00.000,Modificar La Solicitud De Cotizacion Del Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
24,2011/01/04 09:52:00.000,2011/01/04 10:11:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
24,2011/01/05 07:15:00.000,2011/01/05 07:33:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Karel de Groot,Agente De Compras
24,2011/01/05 18:24:00.000,2011/01/05 19:41:00.000,Crear El Mapa De Comparacion De Cotizaciones,Magdalena Predutta,Agente De Compras
24,2011/01/06 02:28:00.000,2011/01/06 02:54:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Kim Passa,Solicitante
24,2011/01/06 02:54:00.000,2011/01/06 02:54:00.000,Elige La Mejor Opcion,Immanuel Karagianni,Solicitante
24,2011/01/06 07:36:00.000,2011/01/06 14:34:00.000,Resolver Condiciones Con El Proveedor,Karel de Groot,Agente De Compras
24,2011/01/06 16:05:00.000,2011/01/06 16:11:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
24,2011/01/07 01:19:00.000,2011/01/07 01:33:00.000,Confirmar Orden De Compra,Kiu Kan,Proveedor
24,2011/01/07 09:31:00.000,2011/01/09 05:22:00.000,Entrega De Bienes O Servicios,Esmeralda Clay,Proveedor
24,2011/01/09 13:28:00.000,2011/01/09 13:29:00.000,Liberar Orden De Compra,Alberto Duport,Solicitante
24,2011/01/12 01:59:00.000,2011/01/12 02:00:00.000,Approve Purchase Order for payment,Karel de Groot,Agente De Compras
24,2011/01/14 17:22:00.000,2011/01/14 17:22:00.000,Enviar La Factura,Carmen Finacse,Proveedor
24,2011/01/15 07:46:00.000,2011/01/15 07:49:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
24,2011/01/15 07:49:00.000,2011/01/15 07:49:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
24,2011/01/15 08:16:00.000,2011/01/15 08:22:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
25,2011/01/03 07:19:00.000,2011/01/03 08:08:00.000,Crear solicitud de compra,Anna Kaufmann,Solicitante
25,2011/01/04 02:11:00.000,2011/01/04 02:15:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
25,2011/01/04 02:22:00.000,2011/01/04 02:23:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
25,2011/01/04 03:27:00.000,2011/01/04 04:02:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
25,2011/01/04 05:30:00.000,2011/01/04 05:51:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Karel de Groot,Agente De Compras
25,2011/01/04 15:40:00.000,2011/01/04 18:06:00.000,Crear El Mapa De Comparacion De Cotizaciones,Magdalena Predutta,Agente De Compras
25,2011/01/05 00:29:00.000,2011/01/05 00:51:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Elvira Lores,Solicitante
25,2011/01/05 00:51:00.000,2011/01/05 00:51:00.000,Elige La Mejor Opcion,Fjodor Kowalski,Solicitante
25,2011/01/05 05:57:00.000,2011/01/05 17:54:00.000,Resolver Condiciones Con El Proveedor,Magdalena Predutta,Agente De Compras
25,2011/01/06 02:29:00.000,2011/01/06 02:41:00.000,Crear Orden De Compra,Francois de Perrier,Agente De Compras
25,2011/01/06 06:43:00.000,2011/01/06 06:58:00.000,Confirmar Orden De Compra,Esmeralda Clay,Proveedor
25,2011/01/06 19:31:00.000,2011/01/07 10:12:00.000,Entrega De Bienes O Servicios,Karen Clarens,Proveedor
25,2011/01/07 17:18:00.000,2011/01/07 17:19:00.000,Liberar Orden De Compra,Christian Francois,Solicitante
25,2011/01/09 02:34:00.000,2011/01/09 02:35:00.000,Approve Purchase Order for payment,Francois de Perrier,Agente De Compras
25,2011/01/10 00:11:00.000,2011/01/10 00:11:00.000,Enviar La Factura,Karen Clarens,Proveedor
25,2011/01/10 14:35:00.000,2011/01/10 14:41:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
25,2011/01/10 14:43:00.000,2011/01/10 14:43:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
25,2011/01/10 15:34:00.000,2011/01/10 15:43:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
1088,2011/06/07 06:51:00.000,2011/06/07 07:34:00.000,Crear solicitud de compra,Immanuel Karagianni,Solicitante
1088,2011/06/07 07:46:00.000,2011/06/07 07:57:00.000,Crear Solicitud De Cotizacion Del Solicitante,Esmana Liubiata,Solicitante
1088,2011/06/09 18:35:00.000,2011/06/09 18:47:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
1088,2011/06/10 08:06:00.000,2011/06/10 08:42:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Magdalena Predutta,Agente De Compras
1088,2011/06/10 22:45:00.000,2011/06/11 02:24:00.000,Crear El Mapa De Comparacion De Cotizaciones,Francois de Perrier,Agente De Compras
1088,2011/06/11 08:43:00.000,2011/06/11 08:55:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Penn Osterwalder,Solicitante
1088,2011/06/11 08:55:00.000,2011/06/11 08:55:00.000,Elige La Mejor Opcion,Fjodor Kowalski,Solicitante
1088,2011/06/12 11:31:00.000,2011/06/12 22:21:00.000,Resolver Condiciones Con El Proveedor,Francois de Perrier,Agente De Compras
1088,2011/06/13 04:05:00.000,2011/06/13 04:14:00.000,Crear Orden De Compra,Francois de Perrier,Agente De Compras
1088,2011/06/14 23:42:00.000,2011/06/15 00:12:00.000,Confirmar Orden De Compra,Esmeralda Clay,Proveedor
1088,2011/06/19 04:11:00.000,2011/06/19 23:10:00.000,Entrega De Bienes O Servicios,Carmen Finacse,Proveedor
1088,2011/06/20 06:35:00.000,2011/06/20 06:36:00.000,Liberar Orden De Compra,Tesca Lobes,Solicitante
1088,2011/06/21 07:18:00.000,2011/06/21 07:19:00.000,Approve Purchase Order for payment,Francois de Perrier,Agente De Compras
1088,2011/06/21 21:47:00.000,2011/06/21 21:47:00.000,Enviar La Factura,Sean Manney,Proveedor
1088,2011/06/22 12:01:00.000,2011/06/22 12:04:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
1088,2011/06/22 12:04:00.000,2011/06/22 12:04:00.000,Autorizar El Pago De La Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
1088,2011/06/22 12:21:00.000,2011/06/22 12:30:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
26,2011/01/03 16:09:00.000,2011/01/03 16:51:00.000,Crear solicitud de compra,Tesca Lobes,Solicitante
26,2011/01/04 08:46:00.000,2011/01/04 08:54:00.000,Analizar solicitud de compra,Maris Freeman,Gerente Del Solicitante
26,2011/01/04 08:58:00.000,2011/01/04 09:00:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
26,2011/01/04 11:12:00.000,2011/01/04 11:26:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
26,2011/01/04 12:18:00.000,2011/01/04 12:24:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Elvira Lores,Gerente Del Solicitante
26,2011/01/04 13:30:00.000,2011/01/04 13:46:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
26,2011/01/04 14:39:00.000,2011/01/04 14:50:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Miu Hanwan,Gerente Del Solicitante
26,2011/01/04 16:43:00.000,2011/01/04 17:10:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
26,2011/01/04 18:03:00.000,2011/01/04 18:18:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Immanuel Karagianni,Gerente Del Solicitante
26,2011/01/06 16:33:00.000,2011/01/06 16:56:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
26,2011/01/06 17:46:00.000,2011/01/06 17:54:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Alberto Duport,Gerente Del Solicitante
26,2011/01/06 20:20:00.000,2011/01/06 20:49:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
26,2011/01/06 21:39:00.000,2011/01/06 21:51:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Christian Francois,Gerente Del Solicitante
26,2011/01/07 03:14:00.000,2011/01/07 03:44:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
26,2011/01/09 02:03:00.000,2011/01/09 02:17:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Magdalena Predutta,Agente De Compras
26,2011/01/10 06:06:00.000,2011/01/10 09:50:00.000,Crear El Mapa De Comparacion De Cotizaciones,Karel de Groot,Agente De Compras
26,2011/01/10 16:58:00.000,2011/01/10 17:17:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Clement Duchot,Solicitante
26,2011/01/10 17:17:00.000,2011/01/10 17:17:00.000,Elige La Mejor Opcion,Anna Kaufmann,Solicitante
26,2011/01/11 11:00:00.000,2011/01/11 19:51:00.000,Resolver Condiciones Con El Proveedor,Karel de Groot,Agente De Compras
26,2011/01/12 03:18:00.000,2011/01/12 03:28:00.000,Crear Orden De Compra,Karel de Groot,Agente De Compras
26,2011/01/13 00:26:00.000,2011/01/13 00:50:00.000,Confirmar Orden De Compra,Sean Manney,Proveedor
26,2011/01/13 08:03:00.000,2011/01/13 23:27:00.000,Entrega De Bienes O Servicios,Karen Clarens,Proveedor
26,2011/01/14 06:46:00.000,2011/01/14 06:47:00.000,Liberar Orden De Compra,Anne Olwada,Solicitante
26,2011/01/14 11:59:00.000,2011/01/14 12:00:00.000,Approve Purchase Order for payment,Magdalena Predutta,Agente De Compras
26,2011/01/14 23:51:00.000,2011/01/14 23:51:00.000,Enviar La Factura,Sean Manney,Proveedor
26,2011/01/15 14:02:00.000,2011/01/15 14:05:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
26,2011/01/15 14:05:00.000,2011/01/15 14:05:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
26,2011/01/15 14:17:00.000,2011/01/15 14:23:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
27,2011/01/03 17:22:00.000,2011/01/03 18:16:00.000,Crear solicitud de compra,Alberto Duport,Solicitante
27,2011/01/04 06:27:00.000,2011/01/04 06:32:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
27,2011/01/04 06:37:00.000,2011/01/04 06:39:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Maris Freeman,Gerente Del Solicitante
27,2011/01/04 10:23:00.000,2011/01/04 10:51:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
27,2011/01/04 17:48:00.000,2011/01/04 18:09:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Karel de Groot,Agente De Compras
27,2011/01/05 00:34:00.000,2011/01/05 05:41:00.000,Crear El Mapa De Comparacion De Cotizaciones,Magdalena Predutta,Agente De Compras
27,2011/01/05 12:08:00.000,2011/01/05 12:25:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Alberto Duport,Solicitante
27,2011/01/05 12:25:00.000,2011/01/05 12:25:00.000,Elige La Mejor Opcion,Alberto Duport,Solicitante
27,2011/01/06 02:42:00.000,2011/01/06 13:20:00.000,Resolver Condiciones Con El Proveedor,Francois de Perrier,Agente De Compras
27,2011/01/06 16:10:00.000,2011/01/06 16:17:00.000,Crear Orden De Compra,Francois de Perrier,Agente De Compras
27,2011/01/07 02:19:00.000,2011/01/07 02:28:00.000,Confirmar Orden De Compra,Kiu Kan,Proveedor
27,2011/01/07 10:12:00.000,2011/01/07 15:43:00.000,Entrega De Bienes O Servicios,Karen Clarens,Proveedor
27,2011/01/07 23:11:00.000,2011/01/07 23:12:00.000,Liberar Orden De Compra,Fjodor Kowalski,Solicitante
27,2011/01/09 07:10:00.000,2011/01/09 07:11:00.000,Approve Purchase Order for payment,Francois de Perrier,Agente De Compras
27,2011/01/10 00:11:00.000,2011/01/10 00:11:00.000,Enviar La Factura,Karen Clarens,Proveedor
27,2011/01/10 14:38:00.000,2011/01/10 14:43:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
27,2011/01/10 14:43:00.000,2011/01/10 14:43:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
27,2011/01/10 15:30:00.000,2011/01/10 15:41:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
28,2011/01/03 23:31:00.000,2011/01/03 23:51:00.000,Crear solicitud de compra,Miu Hanwan,Solicitante
28,2011/01/04 22:40:00.000,2011/01/04 22:46:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
28,2011/01/04 22:50:00.000,2011/01/04 22:53:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Francis Odell,Gerente Del Solicitante
28,2011/01/05 07:51:00.000,2011/01/05 08:08:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
